,acq_date,acq_time,brightness,latitude,longitude,precipType,precipProbability,precipIntensity,temperatureHigh,humidity,windSpeed,visibility,pressure,cloudCover
233,2019-05-26,1952,413.8,59.2683,-112.1259,1.0,0.1,0.0015,79.6,0.28,8.12,10.0,1016.26,0.19
234,2019-05-26,1952,407.4,59.3117,-112.2262,1.0,0.11,0.0017,79.65,0.28,8.07,10.0,1016.16,0.2
235,2019-05-26,1952,500.0,59.2516,-112.0875,1.0,0.1,0.0014,79.63,0.28,8.15,10.0,1016.29,0.18
236,2019-05-26,1952,397.4,59.2837,-112.2005,1.0,0.1,0.0016,79.63,0.28,8.08,10.0,1016.21,0.19
237,2019-05-26,1952,421.0,59.31800000000001,-112.2124,1.0,0.11,0.0017,79.64,0.28,8.08,10.0,1016.15,0.2
238,2019-05-26,1952,408.4,59.1881,-113.8813,1.0,0.12,0.0016,80.18,0.29,7.28,10.0,1015.77,0.19
239,2019-05-26,1952,458.1,59.1768,-113.8932,1.0,0.12,0.0016,79.93,0.3,7.31,10.0,1015.79,0.19
240,2019-05-26,1952,402.6,59.1679,-113.8595,1.0,0.12,0.0015,79.67,0.3,7.27,10.0,1015.81,0.18
241,2019-05-26,1953,418.9,57.0735,-118.0415,,0.01,0.0,79.11,0.39,6.18,10.0,1017.94,0.11
242,2019-05-26,1953,465.0,58.6207,-117.6677,1.0,0.02,0.0001,72.24,0.49,5.02,6.039,1015.28,0.28
243,2019-05-26,1953,463.8,58.6103,-117.6763,1.0,0.02,0.0001,72.53,0.49,5.0,6.039,1015.3,0.28
244,2019-05-26,1953,405.5,58.6147,-117.6419,1.0,0.02,0.0001,72.13,0.49,4.99,6.039,1015.29,0.28
245,2019-05-26,1953,410.0,58.4061,-117.7044,,0.02,0.0,75.17,0.49,4.65,6.044,1015.5,0.27
246,2019-05-26,1953,410.8,58.4764,-117.7382,,0.02,0.0,75.19,0.47,4.74,6.044,1015.4,0.27
247,2019-05-26,1953,396.8,58.4823,-117.7641,,0.02,0.0,75.26,0.47,4.76,6.044,1015.38,0.27
248,2019-05-26,1953,415.8,58.4806,-117.759,,0.02,0.0,75.25,0.47,4.75,6.044,1015.38,0.27
249,2019-05-26,1953,405.5,57.0676,-118.0519,,0.01,0.0,78.77,0.39,6.17,10.0,1017.96,0.11
250,2019-05-26,1953,401.2,58.6411,-117.8626,1.0,0.02,0.0001,75.35,0.45,5.13,6.041,1015.11,0.29
251,2019-05-26,1953,397.6,58.6327,-117.9357,1.0,0.02,0.0001,75.65,0.44,5.11,6.042000000000001,1015.1,0.29
252,2019-05-26,1953,460.6,58.6424,-117.9218,1.0,0.02,0.0001,75.66,0.44,5.13,6.042000000000001,1015.09,0.29
253,2019-05-26,1953,500.0,58.6366,-117.8966,1.0,0.02,0.0001,75.55,0.45,5.12,6.041,1015.1,0.29
254,2019-05-26,1953,449.6,58.6308,-117.8714,1.0,0.02,0.0001,75.35,0.45,5.1,6.041,1015.13,0.29
255,2019-05-26,1953,397.5,58.6263,-117.9053,1.0,0.02,0.0001,75.54,0.45,5.1,6.042000000000001,1015.12,0.29
256,2019-05-26,1953,427.9,58.6322,-117.9306,1.0,0.02,0.0001,75.63,0.44,5.11,6.042000000000001,1015.11,0.29
257,2019-05-26,2004,405.4,58.2665,-117.559,,0.02,0.0,75.02,0.51,4.6,6.045,1015.78,0.29
258,2019-05-26,2004,405.9,58.2621,-117.5805,,0.02,0.0,75.08,0.51,4.59,6.045,1015.78,0.29
259,2019-05-26,2004,396.2,58.4044,-117.7253,,0.02,0.0,75.22,0.49,4.65,6.044,1015.5,0.27
260,2019-05-26,2004,420.2,58.4723,-117.7566,,0.02,0.0,75.25,0.47,4.74,6.044,1015.4,0.27
261,2019-05-26,2004,410.1,57.0693,-118.0415,,0.01,0.0,78.9,0.39,6.18,10.0,1017.95,0.11
262,2019-05-26,2004,403.1,58.2174,-117.4725,,0.02,0.0,74.86,0.51,4.64,6.045,1015.88,0.29
263,2019-05-26,2004,439.6,59.1777,-113.8623,1.0,0.12,0.0016,79.84,0.3,7.26,10.0,1015.78,0.18
264,2019-05-26,2004,495.6,59.1747,-113.8798,1.0,0.12,0.0016,79.64,0.3,7.29,10.0,1015.8,0.19
265,2019-05-26,2004,433.1,59.1718,-113.8973,1.0,0.12,0.0016,79.81,0.3,7.32,10.0,1015.8,0.19
266,2019-05-26,2004,400.3,59.1835,-113.8856,1.0,0.12,0.0016,80.06,0.29,7.29,10.0,1015.8,0.19
267,2019-05-26,2004,405.9,55.9121,-114.4753,,0.0,0.0,72.64,0.33,4.21,10.0,1020.33,0.04
268,2019-05-26,2004,399.5,59.1598,-113.9672,1.0,0.12,0.0016,78.47,0.3,7.43,10.0,1015.9,0.2
269,2019-05-26,2142,396.7,58.2053,-117.5324,,0.02,0.0,81.94,0.31,5.18,10.0,1016.3,0.18
270,2019-05-26,2142,397.7,58.2102,-117.5362,,0.02,0.0,81.93,0.31,5.18,10.0,1016.29,0.18
271,2019-05-26,2143,446.4,58.6273,-117.8295,1.0,0.02,0.0001,75.01,0.45,5.09,6.04,1015.16,0.29
272,2019-05-26,2143,398.3,58.3703,-117.6169,,0.02,0.0,75.01,0.5,4.63,6.044,1015.58,0.28
273,2019-05-26,2143,463.0,58.6357,-117.8391,1.0,0.02,0.0001,75.18,0.45,5.11,6.04,1015.13,0.29
274,2019-05-26,2143,463.2,58.6266,-117.8929,1.0,0.02,0.0001,75.46,0.45,5.1,6.041,1015.13,0.29
275,2019-05-26,2143,417.6,58.6429,-117.893,1.0,0.02,0.0001,75.54,0.45,5.13,6.041,1015.09,0.29
276,2019-05-26,2143,452.7,58.6352,-117.9025,1.0,0.02,0.0001,75.58,0.45,5.11,6.041,1015.1,0.29
277,2019-05-27,529,413.8,55.9242,-114.3747,1.0,0.06,0.0001,80.07,0.33,4.39,10.0,1013.48,0.39
278,2019-05-27,529,424.3,55.9262,-114.3582,1.0,0.06,0.0001,80.04,0.34,4.39,10.0,1013.48,0.39
279,2019-05-27,933,416.0,55.9288,-114.3412,1.0,0.06,0.0001,80.04,0.34,4.35,10.0,1013.48,0.39
280,2019-05-27,1858,399.9,58.2015,-117.5199,1.0,0.04,0.0001,85.28,0.38,3.74,10.0,1010.32,0.43
281,2019-05-27,1858,398.6,58.2037,-117.5386,1.0,0.04,0.0001,85.32,0.38,3.74,10.0,1010.31,0.43
282,2019-05-27,2047,433.0,58.3107,-117.6948,1.0,0.05,0.0001,82.99,0.44,4.73,8.249,1010.44,0.32
283,2019-05-27,2227,488.4,63.6295,-137.9677,1.0,0.07,0.0001,66.13,0.37,9.32,10.0,1005.65,0.49
284,2019-05-28,613,427.7,60.6682,-120.262,1.0,0.02,0.0001,83.87,0.32,6.06,10.0,1004.43,0.13
285,2019-05-28,1802,407.8,59.2535,-112.3353,1.0,0.08,0.0001,87.32,0.31,5.4,10.0,1005.78,0.21
286,2019-05-28,1940,401.0,58.3402,-117.6584,1.0,0.02,0.0001,86.57,0.41,2.37,5.087,1006.42,0.28
287,2019-05-28,1940,500.0,59.6213,-117.3641,1.0,0.03,0.0001,91.65,0.29,6.35,10.0,1004.62,0.13
288,2019-05-28,1940,459.7,58.6053,-117.6359,1.0,0.02,0.0001,83.92,0.45,2.79,5.087,1006.21,0.28
289,2019-05-28,1940,500.0,59.6255,-117.3847,1.0,0.03,0.0001,91.6,0.29,6.38,10.0,1004.62,0.13
290,2019-05-28,1940,406.9,58.4671,-117.75,1.0,0.02,0.0001,86.34,0.41,2.61,5.087,1006.37,0.28
291,2019-05-28,1940,454.0,58.6096,-117.6568,1.0,0.02,0.0001,83.86,0.45,2.83,5.087,1006.23,0.28
292,2019-05-28,1940,417.8,58.1991,-117.5008,1.0,0.02,0.0001,92.33,0.31,4.62,10.0,1006.13,0.14
293,2019-05-28,1940,412.0,59.6162,-117.392,1.0,0.03,0.0001,91.6,0.29,6.39,10.0,1004.63,0.13
294,2019-05-28,1940,430.3,58.5505,-117.6824,1.0,0.02,0.0001,85.97,0.42,2.7,5.087,1006.23,0.28
295,2019-05-28,1941,438.7,56.0433,-114.5139,1.0,0.02,0.0001,86.66,0.35,5.48,10.0,1009.66,0.26
296,2019-05-28,1941,413.9,56.0393,-114.5527,1.0,0.02,0.0001,86.48,0.35,5.5,10.0,1009.69,0.26
297,2019-05-28,1941,399.0,56.0359,-114.4843,1.0,0.02,0.0001,86.55,0.35,5.47,10.0,1009.68,0.26
298,2019-05-28,1941,500.0,55.9717,-114.3925,1.0,0.02,0.0001,86.41,0.35,5.44,10.0,1009.78,0.28
299,2019-05-28,1941,500.0,55.9705,-114.3986,1.0,0.02,0.0001,86.4,0.35,5.45,10.0,1009.78,0.28
300,2019-05-28,1941,433.3,57.1928,-117.9125,1.0,0.03,0.0001,89.62,0.31,8.11,10.0,1007.85,0.14
301,2019-05-28,1941,398.6,57.2116,-117.9485,1.0,0.03,0.0001,89.06,0.31,8.09,10.0,1007.91,0.14
302,2019-05-28,1941,407.4,57.183,-117.9194,1.0,0.03,0.0001,89.92,0.31,8.13,10.0,1007.87,0.13
303,2019-05-28,1951,397.4,56.0139,-114.5238,1.0,0.02,0.0001,86.47,0.35,5.5,10.0,1009.71,0.26
304,2019-05-28,1951,398.0,56.0398,-114.5694,1.0,0.02,0.0001,86.48,0.35,5.51,10.0,1009.69,0.26
305,2019-05-28,1951,414.0,56.0346,-114.5385,1.0,0.02,0.0001,86.46,0.35,5.5,10.0,1009.69,0.26
306,2019-05-28,1951,402.2,56.0397,-114.5151,1.0,0.02,0.0001,86.61,0.35,5.48,10.0,1009.67,0.26
307,2019-05-28,1952,447.8,59.1566,-114.0064,1.0,0.06,0.0001,91.07,0.33,4.52,10.0,1004.87,0.12
308,2019-05-28,1952,411.9,59.3498,-112.2058,1.0,0.08,0.0001,86.5,0.31,5.45,10.0,1005.91,0.24
309,2019-05-28,1952,431.0,59.3465,-112.2243,1.0,0.08,0.0001,86.61,0.31,5.44,10.0,1005.9,0.24
310,2019-05-28,1952,449.9,59.3431,-112.2428,1.0,0.08,0.0001,86.71,0.31,5.43,10.0,1005.88,0.24
311,2019-05-28,1952,444.2,59.3397,-112.2614,1.0,0.08,0.0001,86.77,0.31,5.42,10.0,1005.86,0.23
312,2019-05-28,1952,456.4,59.2493,-112.3378,1.0,0.08,0.0001,87.32,0.31,5.4,10.0,1005.77,0.21
313,2019-05-28,1952,433.2,59.2404,-112.3314,1.0,0.08,0.0001,87.3,0.31,5.39,10.0,1005.78,0.21
314,2019-05-28,1952,413.8,59.2617,-112.3254,1.0,0.08,0.0001,87.26,0.31,5.4,10.0,1005.79,0.21
315,2019-05-28,1952,400.9,59.2369,-112.3501,1.0,0.08,0.0001,87.39,0.31,5.39,10.0,1005.76,0.2
316,2019-05-28,1952,398.7,59.3077,-112.2948,1.0,0.08,0.0001,86.97,0.31,5.41,10.0,1005.83,0.22
317,2019-05-28,1952,442.9,59.2651,-112.3068,1.0,0.08,0.0001,87.17,0.31,5.4,10.0,1005.8,0.21
318,2019-05-28,1952,403.4,59.2527,-112.3191,1.0,0.08,0.0001,87.25,0.31,5.4,10.0,1005.79,0.21
319,2019-05-28,1952,399.8,57.1911,-117.9073,1.0,0.03,0.0001,89.79,0.31,8.11,10.0,1007.86,0.14
320,2019-05-28,1952,396.6,59.6156,-117.3544,1.0,0.03,0.0001,91.65,0.29,6.34,10.0,1004.64,0.13
321,2019-05-28,1952,401.1,59.61,-117.3794,1.0,0.03,0.0001,91.63,0.29,6.38,10.0,1004.65,0.13
322,2019-05-28,1952,402.6,59.6256,-117.3633,1.0,0.03,0.0001,91.65,0.29,6.35,10.0,1004.63,0.13
323,2019-05-28,1952,454.0,59.62,-117.3883,1.0,0.03,0.0001,91.6,0.29,6.39,10.0,1004.63,0.13
324,2019-05-28,1953,402.7,60.6504,-120.2512,1.0,0.02,0.0001,84.45,0.32,6.15,10.0,1004.44,0.14
325,2019-05-28,2129,412.5,56.0423,-114.4968,1.0,0.02,0.0001,86.66,0.35,5.47,10.0,1009.66,0.26
326,2019-05-28,2129,429.9,56.0416,-114.5566,1.0,0.02,0.0001,86.49,0.35,5.5,10.0,1009.68,0.26
327,2019-05-28,2130,400.9,59.6122,-117.4113,1.0,0.03,0.0001,91.61,0.28,6.42,10.0,1004.63,0.13
328,2019-05-28,2130,397.6,58.2839,-117.6289,1.0,0.02,0.0001,86.65,0.43,2.29,5.087,1006.53,0.28
329,2019-05-28,2130,421.9,58.6482,-117.8383,1.0,0.02,0.0001,85.64,0.41,3.11,5.087,1006.2,0.28
330,2019-05-28,2130,416.4,58.2983,-117.6304,1.0,0.02,0.0001,86.66,0.43,2.3,5.087,1006.51,0.28
331,2019-05-28,2130,423.3,58.4581,-117.7564,1.0,0.02,0.0001,86.36,0.41,2.61,5.087,1006.38,0.28
332,2019-05-28,2130,400.8,58.2968,-117.6781,1.0,0.02,0.0001,86.6,0.42,2.34,5.087,1006.53,0.28
333,2019-05-28,2130,411.4,58.1993,-117.5194,1.0,0.02,0.0001,92.32,0.31,4.64,10.0,1006.13,0.14
334,2019-05-28,2130,404.2,58.3016,-117.6393,1.0,0.02,0.0001,86.66,0.43,2.32,5.087,1006.51,0.28
335,2019-05-28,2130,448.3,58.5971,-117.5898,1.0,0.02,0.0001,84.42,0.45,2.71,5.087,1006.14,0.28
336,2019-05-28,2130,426.2,58.5955,-117.6384,1.0,0.02,0.0001,84.39,0.44,2.77,5.087,1006.19,0.28
337,2019-05-28,2130,404.8,58.6115,-117.5925,1.0,0.02,0.0001,83.67,0.45,2.75,5.087,1006.18,0.28
338,2019-05-28,2130,403.6,58.6099,-117.6407,1.0,0.02,0.0001,83.8,0.45,2.81,5.087,1006.22,0.28
339,2019-05-28,2130,457.5,58.5979,-117.5947,1.0,0.02,0.0001,84.3,0.45,2.71,5.087,1006.15,0.28
340,2019-05-28,2130,415.1,58.5965,-117.6431,1.0,0.02,0.0001,84.34,0.44,2.77,5.087,1006.19,0.28
341,2019-05-28,2130,398.9,58.6123,-117.5973,1.0,0.02,0.0001,83.66,0.45,2.76,5.087,1006.19,0.28
342,2019-05-28,2130,401.7,58.3606,-117.5977,1.0,0.02,0.0001,86.69,0.43,2.33,5.087,1006.43,0.28
343,2019-05-28,2130,400.8,58.3592,-117.6457,1.0,0.02,0.0001,86.61,0.43,2.38,5.087,1006.45,0.28
344,2019-05-28,2130,437.8,56.398,-114.3547,1.0,0.03,0.0001,85.72,0.36,5.85,10.0,1009.39,0.28
345,2019-05-28,2130,398.5,58.6507,-117.8943,1.0,0.02,0.0001,85.8,0.41,3.14,5.087,1006.23,0.28
346,2019-05-28,2130,409.7,58.6467,-117.8855,1.0,0.02,0.0001,85.75,0.41,3.13,5.087,1006.23,0.28
347,2019-05-28,2131,399.8,60.3255,-126.2357,1.0,0.03,0.0001,76.17,0.31,9.93,10.0,1008.92,0.1
348,2019-05-28,2131,504.3,60.3152,-126.2321,1.0,0.02,0.0001,75.98,0.31,9.94,10.0,1008.94,0.11
349,2019-05-29,340,406.8,59.2737,-112.4799,1.0,0.1,0.0007,77.27,0.33,6.58,10.0,1004.73,0.2
350,2019-05-29,340,408.4,59.271,-112.4718,1.0,0.1,0.0007,77.23,0.33,6.59,10.0,1004.73,0.2
351,2019-05-29,517,485.5,59.2817,-112.5499,1.0,0.09,0.0006,77.64,0.33,6.52,10.0,1004.71,0.2
352,2019-05-29,517,420.3,59.284,-112.5314,1.0,0.09,0.0007,77.52,0.33,6.54,10.0,1004.72,0.2
353,2019-05-29,517,491.0,59.2726,-112.5456,1.0,0.09,0.0007,77.64,0.33,6.51,10.0,1004.7,0.2
354,2019-05-29,517,463.0,59.2749,-112.5271,1.0,0.09,0.0007,77.54,0.33,6.53,10.0,1004.71,0.2
355,2019-05-29,517,500.0,59.2635,-112.5414,1.0,0.1,0.0007,77.63,0.33,6.51,10.0,1004.69,0.2
356,2019-05-29,517,471.1,59.2658,-112.5229,1.0,0.1,0.0007,77.52,0.33,6.52,10.0,1004.7,0.2
357,2019-05-29,517,471.5,59.2567,-112.5186,1.0,0.1,0.0007,77.51,0.33,6.51,10.0,1004.69,0.2
358,2019-05-29,517,408.8,59.2589,-112.5001,1.0,0.1,0.0007,77.44,0.33,6.5,10.0,1004.68,0.2
359,2019-05-29,517,435.4,59.176,-112.3389,1.0,0.1,0.0008,76.76,0.33,6.65,10.0,1004.7,0.22
360,2019-05-29,517,414.3,59.1851,-112.3431,1.0,0.1,0.0008,76.7,0.33,6.66,10.0,1004.71,0.22
361,2019-05-29,517,409.1,59.2086,-112.4378,1.0,0.1,0.0008,77.32,0.33,6.54,10.0,1004.68,0.21
362,2019-05-29,517,402.1,59.2199,-112.4234,1.0,0.1,0.0007,77.13,0.33,6.58,10.0,1004.7,0.21
363,2019-05-29,517,500.0,59.2177,-112.442,1.0,0.1,0.0008,77.29,0.33,6.52,10.0,1004.67,0.21
364,2019-05-29,517,500.0,59.2155,-112.4605,1.0,0.1,0.0008,77.43,0.33,6.51,10.0,1004.67,0.21
365,2019-05-29,517,477.8,59.2268,-112.4462,1.0,0.1,0.0007,77.25,0.33,6.56,10.0,1004.69,0.21
366,2019-05-29,517,500.0,59.2246,-112.4647,1.0,0.1,0.0008,77.38,0.33,6.52,10.0,1004.68,0.21
367,2019-05-29,517,400.6,59.3092,-112.4518,1.0,0.09,0.0006,76.91,0.33,6.66,10.0,1004.79,0.21
368,2019-05-29,517,477.8,59.307,-112.4704,1.0,0.09,0.0006,77.03,0.33,6.63,10.0,1004.78,0.2
369,2019-05-29,517,436.9,59.3048,-112.489,1.0,0.09,0.0006,77.14,0.33,6.59,10.0,1004.76,0.2
370,2019-05-29,517,406.7,59.3117,-112.5118,1.0,0.09,0.0006,77.28,0.33,6.58,10.0,1004.76,0.2
371,2019-05-29,517,442.0,57.2225,-117.8119,1.0,0.06,0.0001,81.63,0.33,6.85,10.0,1006.3,0.3
372,2019-05-29,517,397.7,57.2106,-117.8237,1.0,0.06,0.0001,81.43,0.33,6.83,10.0,1006.32,0.3
373,2019-05-29,517,420.6,57.2016,-117.8184,1.0,0.06,0.0001,81.56,0.33,6.81,10.0,1006.3,0.3
374,2019-05-29,517,415.7,57.1969,-117.8091,1.0,0.06,0.0001,81.83,0.33,6.79,10.0,1006.27,0.31
375,2019-05-29,517,411.5,57.1909,-117.7866,1.0,0.06,0.0001,82.0,0.33,6.75,10.0,1006.24,0.31
376,2019-05-29,517,398.5,57.176,-117.8156,1.0,0.06,0.0001,82.14,0.33,6.75,10.0,1006.25,0.31
377,2019-05-29,517,418.6,57.182,-117.7813,1.0,0.06,0.0001,82.17,0.33,6.72,10.0,1006.22,0.31
378,2019-05-29,517,500.0,57.1671,-117.8104,1.0,0.06,0.0001,82.33,0.33,6.72,10.0,1006.23,0.31
379,2019-05-29,517,474.8,57.17,-117.7932,1.0,0.06,0.0001,82.32,0.33,6.71,10.0,1006.21,0.32
380,2019-05-29,517,444.3,57.173,-117.7761,1.0,0.06,0.0001,82.36,0.33,6.7,10.0,1006.2,0.32
381,2019-05-29,517,476.2,57.1581,-117.8051,1.0,0.06,0.0001,82.54,0.32,6.7,10.0,1006.21,0.32
382,2019-05-29,517,500.0,57.1611,-117.7879,1.0,0.06,0.0001,82.52,0.33,6.69,10.0,1006.19,0.32
383,2019-05-29,517,443.6,57.1641,-117.7708,1.0,0.06,0.0001,82.47,0.33,6.67,10.0,1006.18,0.32
384,2019-05-29,517,454.2,57.0251,-117.7962,1.0,0.06,0.0001,83.04,0.33,6.39,10.0,1006.1,0.35
385,2019-05-29,517,500.0,57.1641,-117.8276,1.0,0.06,0.0001,82.41,0.32,6.73,10.0,1006.23,0.31
386,2019-05-29,517,431.1,57.173,-117.8328,1.0,0.06,0.0001,82.18,0.33,6.76,10.0,1006.26,0.31
387,2019-05-29,517,396.8,57.2195,-117.8291,1.0,0.06,0.0001,81.57,0.33,6.86,10.0,1006.32,0.3
388,2019-05-29,517,407.8,57.0704,-118.1341,1.0,0.06,0.0001,81.08,0.33,6.73,10.0,1006.54,0.29
389,2019-05-29,517,417.0,59.1782,-112.3204,1.0,0.1,0.0008,76.64,0.33,6.68,10.0,1004.71,0.22
390,2019-05-29,920,397.0,59.1996,-112.486,1.0,0.1,0.0008,77.71,0.33,6.44,10.0,1004.64,0.21
391,2019-05-29,920,428.5,59.2023,-112.4587,1.0,0.1,0.0008,77.52,0.33,6.46,10.0,1004.64,0.21
392,2019-05-29,920,403.1,58.1122,-117.3259,1.0,0.04,0.0001,85.18,0.26,7.26,10.0,1005.48,0.19
393,2019-05-29,920,410.4,59.2308,-112.4144,1.0,0.1,0.0007,77.01,0.33,6.62,10.0,1004.72,0.21
394,2019-05-29,920,409.8,59.2093,-112.4516,1.0,0.1,0.0008,77.42,0.33,6.52,10.0,1004.67,0.21
395,2019-05-29,920,410.1,59.1976,-112.4546,1.0,0.1,0.0008,77.53,0.33,6.49,10.0,1004.66,0.21
396,2019-05-29,1058,404.7,58.1511,-117.3761,1.0,0.03,0.0001,85.15,0.25,7.41,10.0,1005.52,0.19
397,2019-05-29,1058,397.3,58.1233,-117.3671,1.0,0.04,0.0001,85.18,0.25,7.34,10.0,1005.52,0.19
398,2019-05-29,1058,425.7,58.1047,-117.3254,1.0,0.04,0.0001,85.2,0.26,7.25,10.0,1005.5,0.19
399,2019-05-29,1058,469.8,58.1102,-117.3127,1.0,0.04,0.0001,85.14,0.25,7.24,10.0,1005.48,0.19
400,2019-05-29,1058,457.9,58.1168,-117.3399,1.0,0.04,0.0001,85.17,0.26,7.29,10.0,1005.51,0.19
401,2019-05-29,1058,477.2,58.13399999999999,-117.358,1.0,0.04,0.0001,85.17,0.25,7.34,10.0,1005.51,0.19
402,2019-05-29,1058,420.7,58.1381,-117.3217,1.0,0.04,0.0001,85.17,0.26,7.3,10.0,1005.49,0.2
403,2019-05-29,1058,421.6,58.1446,-117.3489,1.0,0.04,0.0001,85.18,0.25,7.36,10.0,1005.51,0.19
404,2019-05-29,1058,454.5,58.1488,-117.3126,1.0,0.03,0.0001,85.19,0.26,7.32,10.0,1005.48,0.2
405,2019-05-29,1058,409.5,58.1553,-117.3397,1.0,0.04,0.0001,85.17,0.25,7.36,10.0,1005.49,0.2
406,2019-05-29,1058,413.1,58.166,-117.3306,1.0,0.03,0.0001,85.15,0.25,7.37,10.0,1005.49,0.2
407,2019-05-29,1058,431.8,58.1316,-117.2944,1.0,0.04,0.0001,85.19,0.26,7.26,10.0,1005.48,0.2
408,2019-05-29,1845,396.9,59.2885,-112.5019,1.0,0.09,0.0007,77.28,0.33,6.56,10.0,1004.74,0.2
409,2019-05-29,1845,404.6,59.2862,-112.4838,1.0,0.09,0.0007,77.25,0.33,6.58,10.0,1004.74,0.2
410,2019-05-29,1845,431.3,59.1995,-112.5321,1.0,0.1,0.0007,77.92,0.33,6.39,10.0,1004.62,0.21
411,2019-05-29,1845,409.3,59.2018,-112.5502,1.0,0.1,0.0007,78.03,0.33,6.38,10.0,1004.62,0.2
412,2019-05-29,1846,469.5,56.0766,-114.4725,1.0,0.04,0.0001,88.45,0.32,6.4,10.0,1005.42,0.23
413,2019-05-29,1846,445.8,56.0745,-114.4557,1.0,0.04,0.0001,88.36,0.32,6.4,10.0,1005.42,0.23
414,2019-05-29,1846,414.5,56.0675,-114.4761,1.0,0.04,0.0001,88.45,0.32,6.43,10.0,1005.43,0.23
415,2019-05-29,1846,419.9,56.0178,-114.3608,1.0,0.04,0.0001,87.39,0.32,6.53,10.0,1005.44,0.24
416,2019-05-29,1846,425.0,57.15600000000001,-117.8414,1.0,0.06,0.0001,82.66,0.32,6.73,10.0,1006.23,0.31
417,2019-05-29,2023,399.9,58.3733,-117.734,1.0,0.03,0.0001,82.84,0.35,7.3,8.996,1005.61,0.02
418,2019-05-29,2023,400.4,58.3713,-117.7317,1.0,0.03,0.0001,82.85,0.35,7.29,8.996,1005.61,0.02
419,2019-05-29,2023,431.4,60.3157,-126.143,1.0,0.1,0.0007,69.71,0.37,10.8,10.0,1011.51,0.38
420,2019-05-29,2034,483.9,56.3958,-114.3279,1.0,0.06,0.0001,87.65,0.32,5.67,10.0,1005.22,0.28
421,2019-05-29,2034,494.2,56.3978,-114.3109,1.0,0.05,0.0001,87.59,0.32,5.66,10.0,1005.21,0.29
422,2019-05-29,2034,430.0,56.3937,-114.345,1.0,0.06,0.0001,87.13,0.33,5.68,10.0,1005.26,0.28
423,2019-05-29,2034,442.1,56.3867,-114.3243,1.0,0.05,0.0001,87.65,0.32,5.68,10.0,1005.22,0.28
424,2019-05-29,2034,503.8,56.3887,-114.3073,1.0,0.05,0.0001,87.57,0.32,5.67,10.0,1005.21,0.28
425,2019-05-29,2034,406.2,56.0635,-114.4586,1.0,0.04,0.0001,88.32,0.32,6.43,10.0,1005.43,0.23
426,2019-05-29,2034,410.7,56.0767,-114.4289,1.0,0.04,0.0001,88.2,0.32,6.38,10.0,1005.41,0.23
427,2019-05-29,2034,449.6,56.0746,-114.4456,1.0,0.04,0.0001,88.3,0.32,6.39,10.0,1005.41,0.23
428,2019-05-29,2034,409.4,55.7956,-114.3869,1.0,0.03,0.0001,85.49,0.32,7.22,10.0,1005.85,0.21
429,2019-05-29,2034,397.0,55.9919,-114.3721,1.0,0.04,0.0001,87.41,0.32,6.61,10.0,1005.47,0.24
430,2019-05-29,2034,401.2,56.0512,-114.5584,1.0,0.04,0.0001,88.02,0.32,6.52,10.0,1005.5,0.23
431,2019-05-29,2034,398.2,56.0574,-114.5086,1.0,0.04,0.0001,88.51,0.32,6.48,10.0,1005.45,0.23
432,2019-05-29,2034,439.4,56.026,-114.4032,1.0,0.04,0.0001,87.82,0.32,6.52,10.0,1005.44,0.24
433,2019-05-29,2034,461.2,56.0281,-114.3865,1.0,0.04,0.0001,87.69,0.32,6.51,10.0,1005.44,0.24
434,2019-05-29,2034,495.2,56.0302,-114.3698,1.0,0.04,0.0001,87.52,0.32,6.49,10.0,1005.43,0.24
435,2019-05-29,2035,399.3,59.2907,-112.4121,1.0,0.09,0.0007,76.76,0.33,6.7,10.0,1004.79,0.21
436,2019-05-29,2035,416.8,59.2083,-112.54,1.0,0.1,0.0007,77.85,0.33,6.41,10.0,1004.63,0.2
437,2019-05-29,2035,433.3,59.2105,-112.5176,1.0,0.1,0.0007,77.81,0.33,6.43,10.0,1004.64,0.2
438,2019-05-29,2035,431.6,59.2005,-112.514,1.0,0.1,0.0007,77.86,0.33,6.41,10.0,1004.63,0.21
439,2019-05-29,2035,408.9,59.1983,-112.5363,1.0,0.1,0.0007,77.97,0.33,6.39,10.0,1004.62,0.21
440,2019-05-29,2035,412.8,59.2154,-112.5476,1.0,0.1,0.0007,77.87,0.33,6.42,10.0,1004.64,0.2
441,2019-05-29,2035,443.3,59.2075,-112.5215,1.0,0.1,0.0007,77.85,0.33,6.42,10.0,1004.64,0.2
442,2019-05-29,2036,463.1,60.3098,-126.1393,1.0,0.1,0.0007,69.4,0.37,10.81,10.0,1011.5,0.38
443,2019-05-29,2036,413.1,60.3055,-126.1606,1.0,0.1,0.0007,69.07,0.36,10.78,10.0,1011.52,0.38
444,2019-05-29,2036,455.9,60.3066,-126.1545,1.0,0.1,0.0007,69.25,0.36,10.79,10.0,1011.53,0.38
445,2019-05-29,2036,475.4,60.3109,-126.1331,1.0,0.1,0.0007,69.47,0.37,10.81,10.0,1011.51,0.38
446,2019-05-30,421,427.1,55.8354,-114.1499,1.0,0.03,0.0001,67.55,0.43,7.41,10.0,1015.8,0.15
447,2019-05-30,421,436.1,55.848,-114.1616,1.0,0.03,0.0001,67.54,0.43,7.38,10.0,1015.83,0.15
448,2019-05-30,421,422.6,55.7672,-114.3349,1.0,0.03,0.0001,67.09,0.42,7.41,10.0,1015.83,0.15
