latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
42.809,-80.099,302.5,1.2,1.1,2019-08-01,0330,Terra,MODIS,50,6.0NRT,290.6,6.7,N
42.799,-80.097,301.3,1.2,1.1,2019-08-01,0330,Terra,MODIS,10,6.0NRT,290.8,5.3,N
53.249,-92.189,301.5,1.2,1.1,2019-08-01,0335,Terra,MODIS,41,6.0NRT,288.5,7.2,N
60.109,-99.417,311,1.4,1.2,2019-08-01,0335,Terra,MODIS,81,6.0NRT,283.5,20.8,N
52.636,-95.516,304,1.6,1.3,2019-08-01,0335,Terra,MODIS,29,6.0NRT,286.6,15.9,N
53.252,-92.172,327,1.2,1.1,2019-08-01,0335,Terra,MODIS,100,6.0NRT,293,34.6,N
53.608,-95.816,306.8,1.6,1.2,2019-08-01,0335,Terra,MODIS,69,6.0NRT,288.3,15.5,N
53.608,-95.81,307.1,1.6,1.2,2019-08-01,0335,Terra,MODIS,70,6.0NRT,288.8,17.2,N
50.679,-99.134,305.4,2.8,1.6,2019-08-01,0335,Terra,MODIS,64,6.0NRT,289.4,34.3,N
50.681,-99.142,303.3,2.8,1.6,2019-08-01,0335,Terra,MODIS,54,6.0NRT,289.3,29.1,N
49.247,-115.636,339.7,1.3,1.1,2019-08-01,0510,Terra,MODIS,100,6.0NRT,290.7,64.8,N
49.25,-115.62,328.4,1.3,1.1,2019-08-01,0510,Terra,MODIS,100,6.0NRT,289.7,41.1,N
64.382,-113.814,305.5,1.2,1.1,2019-08-01,0515,Terra,MODIS,25,6.0NRT,281.7,11.2,N
65.506,-117.736,306.6,1,1,2019-08-01,0515,Terra,MODIS,26,6.0NRT,285.9,9.7,N
66.05,-128.034,305.2,1.2,1.1,2019-08-01,0515,Terra,MODIS,63,6.0NRT,285.2,10.3,N
66.05,-128.028,306.6,1.2,1.1,2019-08-01,0515,Terra,MODIS,27,6.0NRT,285.1,10.5,N
52.938,-107.538,328,1.2,1.1,2019-08-01,0515,Terra,MODIS,100,6.0NRT,285.6,39.2,N
65.494,-117.751,308,1,1,2019-08-01,0515,Terra,MODIS,12,6.0NRT,286.1,10.2,N
65.491,-117.773,336.9,1,1,2019-08-01,0515,Terra,MODIS,100,6.0NRT,288.3,41.2,N
50.676,-110.028,305.4,1,1,2019-08-01,0515,Terra,MODIS,64,6.0NRT,290.5,7.3,N
54.897,-117.448,307,1.2,1.1,2019-08-01,0515,Terra,MODIS,70,6.0NRT,281.3,13.1,N
67.188,-131.414,326.7,1.3,1.1,2019-08-01,0520,Terra,MODIS,88,6.0NRT,286.8,31.8,N
67.185,-131.375,331.2,1.3,1.1,2019-08-01,0520,Terra,MODIS,89,6.0NRT,290.6,40.7,N
67.191,-131.349,327.7,1.3,1.1,2019-08-01,0520,Terra,MODIS,55,6.0NRT,288.6,33,N
67.426,-131.335,323.9,1.3,1.1,2019-08-01,0520,Terra,MODIS,83,6.0NRT,290,30.3,N
67.42,-131.361,365.3,1.3,1.1,2019-08-01,0520,Terra,MODIS,100,6.0NRT,296.7,143.3,N
67.415,-131.386,351.5,1.3,1.1,2019-08-01,0520,Terra,MODIS,100,6.0NRT,295.8,93.5,N
67.409,-131.412,342.1,1.3,1.1,2019-08-01,0520,Terra,MODIS,100,6.0NRT,296.8,67.3,N
67.403,-131.438,334.1,1.3,1.1,2019-08-01,0520,Terra,MODIS,100,6.0NRT,295.8,49.7,N
67.197,-131.323,379.1,1.3,1.1,2019-08-01,0520,Terra,MODIS,100,6.0NRT,293,210.9,N
67.398,-131.464,329.7,1.3,1.1,2019-08-01,0520,Terra,MODIS,100,6.0NRT,294.7,41.7,N
67.423,-131.399,328.8,1.3,1.1,2019-08-01,0520,Terra,MODIS,100,6.0NRT,287.5,39.9,N
67.418,-131.425,315.6,1.3,1.1,2019-08-01,0520,Terra,MODIS,92,6.0NRT,287.9,20.5,N
67.412,-131.451,334.4,1.3,1.1,2019-08-01,0520,Terra,MODIS,100,6.0NRT,288.8,50.4,N
67.364,-131.409,322.1,1.3,1.1,2019-08-01,0520,Terra,MODIS,76,6.0NRT,290,28.4,N
67.176,-131.426,316.6,1.3,1.1,2019-08-01,0520,Terra,MODIS,58,6.0NRT,286.8,15.7,N
67.182,-131.4,334.4,1.3,1.1,2019-08-01,0520,Terra,MODIS,100,6.0NRT,289.8,46.4,N
67.187,-131.373,352.8,1.3,1.1,2019-08-01,0520,Terra,MODIS,100,6.0NRT,291.2,96.9,N
67.193,-131.347,343.8,1.3,1.1,2019-08-01,0520,Terra,MODIS,100,6.0NRT,288.9,70.3,N
67.199,-131.321,387,1.3,1.1,2019-08-01,0520,Terra,MODIS,100,6.0NRT,292.7,263.3,N
67.161,-131.335,324.2,1.3,1.1,2019-08-01,0520,Terra,MODIS,29,6.0NRT,287.2,30.5,N
67.358,-131.435,333.7,1.3,1.1,2019-08-01,0520,Terra,MODIS,97,6.0NRT,291.1,47.7,N
67.41,-131.305,393.3,1.3,1.1,2019-08-01,0520,Terra,MODIS,100,6.0NRT,298,305.2,N
67.404,-131.331,401.8,1.3,1.1,2019-08-01,0520,Terra,MODIS,100,6.0NRT,309,374.2,N
67.399,-131.357,382.1,1.3,1.1,2019-08-01,0520,Terra,MODIS,100,6.0NRT,308.6,230.5,N
67.393,-131.383,357.6,1.3,1.1,2019-08-01,0520,Terra,MODIS,100,6.0NRT,301.3,113.9,N
67.408,-131.308,373.5,1.3,1.1,2019-08-01,0520,Terra,MODIS,100,6.0NRT,297.5,182.1,N
67.403,-131.334,379.7,1.3,1.1,2019-08-01,0520,Terra,MODIS,100,6.0NRT,304.7,215.1,N
67.397,-131.36,364.6,1.3,1.1,2019-08-01,0520,Terra,MODIS,100,6.0NRT,304.4,141.1,N
67.423,-131.296,346.9,1.3,1.1,2019-08-01,0520,Terra,MODIS,100,6.0NRT,284.1,78.6,N
67.417,-131.322,448.9,1.3,1.1,2019-08-01,0520,Terra,MODIS,100,6.0NRT,312.7,981.4,N
67.412,-131.347,410.7,1.3,1.1,2019-08-01,0520,Terra,MODIS,100,6.0NRT,314.5,456.9,N
67.406,-131.373,401.7,1.3,1.1,2019-08-01,0520,Terra,MODIS,100,6.0NRT,313.4,373.4,N
67.4,-131.399,381.9,1.3,1.1,2019-08-01,0520,Terra,MODIS,100,6.0NRT,308.1,227.8,N
67.375,-131.357,322.9,1.3,1.1,2019-08-01,0520,Terra,MODIS,100,6.0NRT,292,32,N
67.37,-131.383,318.4,1.3,1.1,2019-08-01,0520,Terra,MODIS,88,6.0NRT,290.5,23.9,N
67.383,-131.582,343.2,1.3,1.1,2019-08-01,0520,Terra,MODIS,100,6.0NRT,291.9,69.2,N
67.401,-131.503,305,1.3,1.1,2019-08-01,0520,Terra,MODIS,63,6.0NRT,287.9,11.1,N
67.406,-131.477,317.4,1.3,1.1,2019-08-01,0520,Terra,MODIS,95,6.0NRT,288.4,23.9,N
67.394,-131.425,342,1.3,1.1,2019-08-01,0520,Terra,MODIS,100,6.0NRT,296.8,65.5,N
67.389,-131.451,336.6,1.3,1.1,2019-08-01,0520,Terra,MODIS,76,6.0NRT,294.8,52.1,N
67.381,-131.331,301,1.3,1.1,2019-08-01,0520,Terra,MODIS,36,6.0NRT,288,8.1,N
67.318,-131.406,345,1.3,1.1,2019-08-01,0520,Terra,MODIS,100,6.0NRT,288.4,74.9,N
67.324,-131.381,346.6,1.3,1.1,2019-08-01,0520,Terra,MODIS,100,6.0NRT,289.8,78.6,N
67.329,-131.355,320.1,1.3,1.1,2019-08-01,0520,Terra,MODIS,22,6.0NRT,288.5,24.7,N
67.335,-131.329,316.9,1.3,1.1,2019-08-01,0520,Terra,MODIS,51,6.0NRT,286.7,21.2,N
67.325,-131.951,312.8,1.3,1.1,2019-08-01,0520,Terra,MODIS,86,6.0NRT,286.7,18.4,N
67.326,-131.316,329.3,1.3,1.1,2019-08-01,0520,Terra,MODIS,100,6.0NRT,289.7,39.2,N
67.33,-131.925,339.6,1.3,1.1,2019-08-01,0520,Terra,MODIS,100,6.0NRT,290.8,64.9,N
67.322,-131.911,303.4,1.3,1.1,2019-08-01,0520,Terra,MODIS,55,6.0NRT,287.5,9.9,N
67.304,-131.884,356.6,1.3,1.1,2019-08-01,0520,Terra,MODIS,100,6.0NRT,288.7,115.9,N
67.31,-131.858,337.9,1.3,1.1,2019-08-01,0520,Terra,MODIS,100,6.0NRT,288.9,59.7,N
67.295,-131.87,312.2,1.3,1.1,2019-08-01,0520,Terra,MODIS,30,6.0NRT,287,16.5,N
67.292,-131.831,324.8,1.3,1.1,2019-08-01,0520,Terra,MODIS,99,6.0NRT,288.8,32.7,N
67.289,-131.856,308.7,1.3,1.1,2019-08-01,0520,Terra,MODIS,75,6.0NRT,285.8,14.2,N
67.31,-131.285,312.6,1.3,1.1,2019-08-01,0520,Terra,MODIS,28,6.0NRT,287.7,16.1,N
67.341,-131.303,357.6,1.3,1.1,2019-08-01,0520,Terra,MODIS,100,6.0NRT,288.4,114.5,N
67.261,-131.35,327.3,1.3,1.1,2019-08-01,0520,Terra,MODIS,58,6.0NRT,287.6,32.8,N
67.386,-131.516,335.2,1.3,1.1,2019-08-01,0520,Terra,MODIS,100,6.0NRT,295.9,51.1,N
67.392,-131.49,324.3,1.3,1.1,2019-08-01,0520,Terra,MODIS,100,6.0NRT,292.4,32.8,N
67.347,-131.486,325.2,1.3,1.1,2019-08-01,0520,Terra,MODIS,59,6.0NRT,288.6,31.1,N
67.353,-131.46,330.5,1.3,1.1,2019-08-01,0520,Terra,MODIS,57,6.0NRT,289.6,40.1,N
67.267,-131.324,325.9,1.3,1.1,2019-08-01,0520,Terra,MODIS,39,6.0NRT,289.2,31.1,N
67.284,-131.246,321.4,1.3,1.1,2019-08-01,0520,Terra,MODIS,100,6.0NRT,289.3,28.8,N
67.233,-131.735,327.3,1.3,1.1,2019-08-01,0520,Terra,MODIS,100,6.0NRT,289.1,37,N
67.239,-131.709,309.2,1.3,1.1,2019-08-01,0520,Terra,MODIS,24,6.0NRT,287.4,13,N
67.264,-131.284,319.5,1.3,1.1,2019-08-01,0520,Terra,MODIS,21,6.0NRT,290.7,23.6,N
67.372,-131.634,331.5,1.3,1.1,2019-08-01,0520,Terra,MODIS,32,6.0NRT,292.1,40.9,N
67.377,-131.608,337.6,1.3,1.1,2019-08-01,0520,Terra,MODIS,73,6.0NRT,291.9,54.1,N
67.183,-131.652,306,1.3,1.1,2019-08-01,0520,Terra,MODIS,63,6.0NRT,285,11.5,N
67.25,-131.507,304.7,1.3,1.1,2019-08-01,0520,Terra,MODIS,11,6.0NRT,284.9,9,N
67.171,-131.493,314.7,1.3,1.1,2019-08-01,0520,Terra,MODIS,41,6.0NRT,288.5,17,N
67.197,-131.428,311.2,1.3,1.1,2019-08-01,0520,Terra,MODIS,57,6.0NRT,287.1,12.6,N
67.295,-131.83,325.2,1.3,1.1,2019-08-01,0520,Terra,MODIS,100,6.0NRT,288.3,36,N
67.236,-131.882,337.2,1.3,1.1,2019-08-01,0520,Terra,MODIS,100,6.0NRT,291.5,57.9,N
67.221,-131.894,307,1.3,1.1,2019-08-01,0520,Terra,MODIS,14,6.0NRT,287.2,12.2,N
67.227,-131.868,319.9,1.3,1.1,2019-08-01,0520,Terra,MODIS,99,6.0NRT,289.7,27.2,N
67.348,-131.469,313,2,1.4,2019-08-01,0655,Terra,MODIS,30,6.0NRT,285.5,34.8,N
67.361,-131.48,333.4,2,1.4,2019-08-01,0655,Terra,MODIS,100,6.0NRT,286.4,95.3,N
67.184,-131.415,327.2,2,1.4,2019-08-01,0655,Terra,MODIS,77,6.0NRT,286.3,61.3,N
67.201,-131.325,327.9,2,1.4,2019-08-01,0655,Terra,MODIS,65,6.0NRT,284.8,67.8,N
67.264,-131.345,323.5,2,1.4,2019-08-01,0655,Terra,MODIS,90,6.0NRT,285,62.1,N
67.265,-131.349,322.6,2,1.4,2019-08-01,0655,Terra,MODIS,100,6.0NRT,284.8,58.2,N
67.344,-131.277,308.7,2,1.4,2019-08-01,0655,Terra,MODIS,54,6.0NRT,284.7,29.7,N
67.345,-131.284,311.4,2,1.4,2019-08-01,0655,Terra,MODIS,38,6.0NRT,284.7,33.8,N
67.391,-131.393,322.7,2,1.4,2019-08-01,0655,Terra,MODIS,43,6.0NRT,289.3,54.8,N
67.405,-131.348,331.6,2,1.4,2019-08-01,0655,Terra,MODIS,98,6.0NRT,291.9,88.6,N
67.403,-131.396,327.6,2,1.4,2019-08-01,0655,Terra,MODIS,75,6.0NRT,292.1,65.1,N
67.42,-131.304,327.2,2,1.4,2019-08-01,0655,Terra,MODIS,69,6.0NRT,290.4,72,N
67.418,-131.352,329,2,1.4,2019-08-01,0655,Terra,MODIS,77,6.0NRT,291.7,77,N
67.413,-131.448,326.8,2,1.4,2019-08-01,0655,Terra,MODIS,83,6.0NRT,289.1,69.2,N
67.433,-131.308,301.8,2,1.4,2019-08-01,0655,Terra,MODIS,27,6.0NRT,287.3,16.2,N
67.431,-131.356,315.2,2,1.4,2019-08-01,0655,Terra,MODIS,91,6.0NRT,288.8,41.7,N
67.428,-131.404,355.5,2,1.4,2019-08-01,0655,Terra,MODIS,100,6.0NRT,290.6,210,N
67.426,-131.451,358.2,2,1.4,2019-08-01,0655,Terra,MODIS,100,6.0NRT,288.3,229.6,N
67.326,-131.939,331.2,2,1.4,2019-08-01,0655,Terra,MODIS,100,6.0NRT,282.1,86.5,N
67.328,-131.893,300.5,2,1.4,2019-08-01,0655,Terra,MODIS,4,6.0NRT,282.1,15.7,N
67.421,-131.309,329.2,2,1.4,2019-08-01,0655,Terra,MODIS,100,6.0NRT,291.2,83.4,N
67.419,-131.357,328.3,2,1.4,2019-08-01,0655,Terra,MODIS,71,6.0NRT,291.3,75,N
67.416,-131.406,319.1,2,1.4,2019-08-01,0655,Terra,MODIS,38,6.0NRT,289.8,46.5,N
67.414,-131.453,326.5,2,1.4,2019-08-01,0655,Terra,MODIS,100,6.0NRT,288.7,69.8,N
67.324,-131.931,326,2,1.4,2019-08-01,0655,Terra,MODIS,100,6.0NRT,282.7,69.3,N
67.301,-131.877,304.5,2,1.4,2019-08-01,0655,Terra,MODIS,50,6.0NRT,282.7,21.6,N
67.431,-131.361,317.5,2,1.4,2019-08-01,0655,Terra,MODIS,68,6.0NRT,288.8,45.6,N
67.429,-131.409,355.8,2,1.4,2019-08-01,0655,Terra,MODIS,100,6.0NRT,290.3,214.4,N
67.427,-131.457,348.5,2,1.4,2019-08-01,0655,Terra,MODIS,100,6.0NRT,287.4,167.2,N
67.234,-131.716,312.7,2,1.4,2019-08-01,0655,Terra,MODIS,46,6.0NRT,284.9,34.2,N
67.233,-131.711,311.1,2,1.4,2019-08-01,0655,Terra,MODIS,41,6.0NRT,284.6,30.4,N
67.379,-131.628,318,2,1.4,2019-08-01,0655,Terra,MODIS,27,6.0NRT,287,41.4,N
68.114,-139.513,311.5,1.3,1.1,2019-08-01,0655,Terra,MODIS,83,6.0NRT,281.6,19.3,N
67.349,-131.476,325.4,2,1.4,2019-08-01,0655,Terra,MODIS,100,6.0NRT,285.9,69.3,N
49.242,-115.624,305.1,1.9,1.3,2019-08-01,0920,Aqua,MODIS,63,6.0NRT,285.6,21.3,N
49.254,-115.623,302.4,1.9,1.3,2019-08-01,0920,Aqua,MODIS,49,6.0NRT,285.8,16.9,N
49.246,-115.616,314.1,1.9,1.3,2019-08-01,0920,Aqua,MODIS,88,6.0NRT,286.2,36.7,N
52.939,-107.526,312.2,1,1,2019-08-01,0920,Aqua,MODIS,84,6.0NRT,284.9,14.4,N
52.941,-107.541,304.9,1,1,2019-08-01,0920,Aqua,MODIS,62,6.0NRT,284.9,9.1,N
65.496,-117.763,317.4,1.1,1,2019-08-01,1055,Aqua,MODIS,95,6.0NRT,284.7,20.5,N
67.219,-131.398,303,1.5,1.2,2019-08-01,1055,Aqua,MODIS,28,6.0NRT,284.6,9.1,N
67.329,-131.927,305.1,1.6,1.2,2019-08-01,1055,Aqua,MODIS,63,6.0NRT,284.3,17.7,N
67.232,-131.867,310.3,1.5,1.2,2019-08-01,1055,Aqua,MODIS,80,6.0NRT,285.8,22.4,N
67.208,-131.694,303.5,1.5,1.2,2019-08-01,1055,Aqua,MODIS,7,6.0NRT,282.9,12.3,N
67.23,-131.831,302.3,1.5,1.2,2019-08-01,1055,Aqua,MODIS,18,6.0NRT,284.1,12,N
67.227,-131.871,307.1,1.6,1.2,2019-08-01,1230,Aqua,MODIS,7,6.0NRT,285.5,15.3,N
67.331,-131.911,300.5,1.6,1.2,2019-08-01,1230,Aqua,MODIS,29,6.0NRT,284.9,12.2,N
67.206,-131.685,302,1.6,1.2,2019-08-01,1230,Aqua,MODIS,15,6.0NRT,283.6,11.7,N
67.214,-131.716,300.1,1.6,1.2,2019-08-01,1230,Aqua,MODIS,4,6.0NRT,283,9.6,N
67.214,-131.402,302.5,1.6,1.3,2019-08-01,1230,Aqua,MODIS,50,6.0NRT,284.8,10,N
67.27,-131.301,301.8,1.6,1.3,2019-08-01,1230,Aqua,MODIS,19,6.0NRT,284.7,11.6,N
53.253,-92.154,313.6,1.1,1.1,2019-08-01,1705,Terra,MODIS,0,6.0NRT,296.8,9,D
53.246,-92.174,313.7,1.1,1.1,2019-08-01,1705,Terra,MODIS,61,6.0NRT,298.3,9.6,D
48.712,-86.373,300.9,1.2,1.1,2019-08-01,1705,Terra,MODIS,0,6.0NRT,290.8,6.1,D
52.059,-89.738,307,1,1,2019-08-01,1705,Terra,MODIS,42,6.0NRT,292.2,3.6,D
66.044,-128.02,306.9,3.9,1.8,2019-08-01,1840,Terra,MODIS,54,6.0NRT,293,35,D
63.184,-106.269,357.9,1,1,2019-08-01,1840,Terra,MODIS,0,6.0NRT,301,75.6,D
65.499,-117.755,318.4,1.8,1.3,2019-08-01,1840,Terra,MODIS,0,6.0NRT,286.7,35.8,D
63.948,-115.079,315.6,1.4,1.2,2019-08-01,1840,Terra,MODIS,70,6.0NRT,296.9,17.5,D
64.086,-112.963,321.6,1.2,1.1,2019-08-01,1840,Terra,MODIS,60,6.0NRT,297,21.5,D
61.696,-111.326,337.6,1.1,1,2019-08-01,1840,Terra,MODIS,85,6.0NRT,296.9,37,D
61.698,-111.345,327.8,1.1,1,2019-08-01,1840,Terra,MODIS,69,6.0NRT,297.6,22.2,D
62.166,-107.829,363.3,1,1,2019-08-01,1840,Terra,MODIS,0,6.0NRT,303.6,91.9,D
62.163,-107.81,309.9,1,1,2019-08-01,1840,Terra,MODIS,47,6.0NRT,297.1,5.3,D
64.378,-113.749,308.9,1.3,1.1,2019-08-01,1840,Terra,MODIS,0,6.0NRT,295.8,7.9,D
63.181,-106.25,361.2,1,1,2019-08-01,1840,Terra,MODIS,0,6.0NRT,303.4,84.3,D
63.173,-106.257,344.5,1,1,2019-08-01,1840,Terra,MODIS,81,6.0NRT,301.5,45.4,D
65.488,-117.759,318.4,1.8,1.3,2019-08-01,1840,Terra,MODIS,0,6.0NRT,288.6,35.5,D
53.519,-105.824,305.2,1.5,1.2,2019-08-01,1845,Terra,MODIS,46,6.0NRT,291.9,7.3,D
49.247,-115.617,335.2,1,1,2019-08-01,1845,Terra,MODIS,88,6.0NRT,300.6,33.2,D
49.24,-115.633,336.4,1,1,2019-08-01,1845,Terra,MODIS,89,6.0NRT,300.7,35.3,D
49.238,-115.62,310.3,1,1,2019-08-01,1845,Terra,MODIS,59,6.0NRT,296.5,6.9,D
49.249,-115.63,326.9,1,1,2019-08-01,1845,Terra,MODIS,82,6.0NRT,300.1,21.9,D
53.249,-92.186,310,1,1,2019-08-01,1850,Aqua,MODIS,34,6.0NRT,289,6.7,D
53.252,-92.171,312.4,1,1,2019-08-01,1850,Aqua,MODIS,52,6.0NRT,289.3,8.5,D
53.558,-93.754,331.3,1.1,1,2019-08-01,1850,Aqua,MODIS,0,6.0NRT,286.8,30.9,N
53.584,-93.365,307.5,1.1,1,2019-08-01,1850,Aqua,MODIS,65,6.0NRT,292.3,6.4,D
63.183,-106.264,367.4,1.4,1.2,2019-08-01,1855,Aqua,MODIS,65,6.0NRT,296.4,172.2,D
53.563,-93.764,326.4,1.1,1,2019-08-01,1855,Aqua,MODIS,0,6.0NRT,285.6,25.9,D
60.908,-109.382,305,2.2,1.4,2019-08-01,1855,Aqua,MODIS,43,6.0NRT,292.9,14.3,D
63.95,-115.08,307.2,2.4,1.5,2019-08-01,1855,Aqua,MODIS,61,6.0NRT,293.6,20.1,D
63.944,-115.062,305.4,2.4,1.5,2019-08-01,1855,Aqua,MODIS,28,6.0NRT,293.3,13.4,D
53.566,-93.748,312,1.1,1,2019-08-01,1855,Aqua,MODIS,0,6.0NRT,285.6,11.1,D
63.168,-106.28,314.3,1.4,1.2,2019-08-01,1855,Aqua,MODIS,41,6.0NRT,296.3,10.9,D
63.173,-106.254,324.2,1.4,1.2,2019-08-01,1855,Aqua,MODIS,71,6.0NRT,298.8,27.4,D
67.32,-131.497,381.1,3.9,1.8,2019-08-01,1900,Aqua,MODIS,89,6.0NRT,293.8,1076.2,D
67.231,-131.803,320.6,4,1.9,2019-08-01,1900,Aqua,MODIS,65,6.0NRT,290.2,99.7,D
66.049,-128.027,307.2,3.9,1.8,2019-08-01,1900,Aqua,MODIS,56,6.0NRT,291.9,42,D
67.339,-131.426,382.2,3.8,1.8,2019-08-01,1900,Aqua,MODIS,0,6.0NRT,285.9,1102.8,D
67.346,-131.441,380.9,3.8,1.8,2019-08-01,1900,Aqua,MODIS,0,6.0NRT,288.8,1051.5,D
67.175,-131.319,329,3.9,1.8,2019-08-01,1900,Aqua,MODIS,0,6.0NRT,288.3,181,D
67.166,-131.305,383.3,3.9,1.8,2019-08-01,1900,Aqua,MODIS,0,6.0NRT,291,1190.8,D
67.177,-131.337,327.3,3.9,1.8,2019-08-01,1900,Aqua,MODIS,0,6.0NRT,288.3,157.1,D
67.188,-131.37,332.8,3.9,1.8,2019-08-01,1900,Aqua,MODIS,0,6.0NRT,289.6,182.4,D
67.165,-131.439,327.5,3.9,1.8,2019-08-01,1900,Aqua,MODIS,67,6.0NRT,291.1,149.5,D
67.322,-131.517,332,3.9,1.8,2019-08-01,1900,Aqua,MODIS,61,6.0NRT,290.5,185.1,D
67.161,-131.429,326.5,3.9,1.8,2019-08-01,1900,Aqua,MODIS,48,6.0NRT,291,141.8,D
67.206,-131.879,353.8,4,1.9,2019-08-01,1900,Aqua,MODIS,74,6.0NRT,291,497.7,D
67.233,-131.821,328.5,4,1.9,2019-08-01,1900,Aqua,MODIS,81,6.0NRT,289.7,163.7,D
67.191,-131.686,308.4,4,1.9,2019-08-01,1900,Aqua,MODIS,0,6.0NRT,286.9,29.8,D
67.312,-131.483,365,3.9,1.8,2019-08-01,1900,Aqua,MODIS,82,6.0NRT,290.3,678.8,D
67.356,-131.633,323.6,3.9,1.8,2019-08-01,1900,Aqua,MODIS,39,6.0NRT,290.5,111,D
67.192,-131.381,332.2,3.9,1.8,2019-08-01,1900,Aqua,MODIS,83,6.0NRT,290.2,176.8,D
66.053,-128.037,305.2,3.9,1.8,2019-08-01,1900,Aqua,MODIS,61,6.0NRT,291.7,31.1,D
67.369,-131.528,317,3.8,1.8,2019-08-01,1900,Aqua,MODIS,39,6.0NRT,286.5,75.7,D
67.38,-131.562,333.8,3.8,1.8,2019-08-01,1900,Aqua,MODIS,57,6.0NRT,287.5,190.5,D
67.388,-131.418,365.4,1.1,1,2019-08-01,2020,Terra,MODIS,0,6.0NRT,291.3,96.2,D
67.364,-131.386,338,1,1,2019-08-01,2020,Terra,MODIS,81,6.0NRT,286.3,32.5,D
66.037,-128.04,318.4,1,1,2019-08-01,2020,Terra,MODIS,49,6.0NRT,300.1,9.9,D
66.042,-128.011,330.4,1,1,2019-08-01,2020,Terra,MODIS,85,6.0NRT,299,24,D
66.045,-128.032,321.6,1,1,2019-08-01,2020,Terra,MODIS,72,6.0NRT,301.4,13.2,D
67.338,-131.466,357.6,1.1,1,2019-08-01,2020,Terra,MODIS,99,6.0NRT,281,83,D
67.341,-131.489,320.8,1.1,1,2019-08-01,2020,Terra,MODIS,58,6.0NRT,277,16.9,D
66.049,-128.052,328.9,1,1,2019-08-01,2020,Terra,MODIS,84,6.0NRT,302.3,21.3,D
66.051,-128.003,326.4,1,1,2019-08-01,2020,Terra,MODIS,74,6.0NRT,296.5,19,D
66.054,-128.023,359.5,1,1,2019-08-01,2020,Terra,MODIS,99,6.0NRT,300.8,79.3,D
67.329,-131.473,335.9,1.1,1,2019-08-01,2020,Terra,MODIS,89,6.0NRT,274.3,37.3,D
67.332,-131.497,316.9,1.1,1,2019-08-01,2020,Terra,MODIS,40,6.0NRT,276.1,13.5,D
64.083,-112.909,306.6,2.5,1.5,2019-08-01,2020,Terra,MODIS,0,6.0NRT,292.5,17.6,D
64.078,-112.913,307.4,2.5,1.5,2019-08-01,2020,Terra,MODIS,0,6.0NRT,292.7,21.8,D
64.091,-112.955,334.6,2.5,1.5,2019-08-01,2020,Terra,MODIS,0,6.0NRT,293.2,123.6,D
65.488,-117.725,317.6,1.6,1.2,2019-08-01,2020,Terra,MODIS,0,6.0NRT,296.6,25.2,D
65.495,-117.754,324.8,1.6,1.2,2019-08-01,2020,Terra,MODIS,0,6.0NRT,298.4,39,D
65.505,-117.74,350.4,1.6,1.2,2019-08-01,2020,Terra,MODIS,0,6.0NRT,299.2,116.5,D
65.504,-117.734,355.3,1.6,1.2,2019-08-01,2020,Terra,MODIS,0,6.0NRT,299.5,133.1,D
65.511,-117.763,308.3,1.6,1.2,2019-08-01,2020,Terra,MODIS,0,6.0NRT,296.8,9.5,D
65.514,-117.72,329.8,1.6,1.2,2019-08-01,2020,Terra,MODIS,0,6.0NRT,292.9,44.5,D
66.034,-128.019,326.4,1,1,2019-08-01,2020,Terra,MODIS,72,6.0NRT,299.4,18.6,D
63.955,-115.112,306.6,2.2,1.4,2019-08-01,2020,Terra,MODIS,26,6.0NRT,293.9,11.6,D
63.954,-115.108,307.2,2.2,1.4,2019-08-01,2020,Terra,MODIS,35,6.0NRT,294.2,12.2,D
67.147,-131.325,366.2,1,1,2019-08-01,2020,Terra,MODIS,0,6.0NRT,270.5,107.6,D
67.15,-131.348,363,1,1,2019-08-01,2020,Terra,MODIS,92,6.0NRT,273.3,0,D
67.162,-131.287,417.9,1,1,2019-08-01,2020,Terra,MODIS,0,6.0NRT,277.8,398.6,D
67.165,-131.31,421.4,1,1,2019-08-01,2020,Terra,MODIS,100,6.0NRT,284.7,0,D
67.173,-131.303,432.5,1,1,2019-08-01,2020,Terra,MODIS,100,6.0NRT,288.7,0,D
67.176,-131.326,471.1,1,1,2019-08-01,2020,Terra,MODIS,100,6.0NRT,297.9,0,D
67.179,-131.349,409.7,1,1,2019-08-01,2020,Terra,MODIS,100,6.0NRT,281.2,0,D
67.182,-131.372,361.8,1,1,2019-08-01,2020,Terra,MODIS,91,6.0NRT,271.3,0,D
67.185,-131.395,353.3,1,1,2019-08-01,2020,Terra,MODIS,86,6.0NRT,271.8,66.3,D
67.185,-131.318,429.8,1,1,2019-08-01,2020,Terra,MODIS,100,6.0NRT,284.5,0,D
67.188,-131.341,399.9,1,1,2019-08-01,2020,Terra,MODIS,100,6.0NRT,277.1,0,D
67.191,-131.365,368.1,1,1,2019-08-01,2020,Terra,MODIS,82,6.0NRT,272.4,105.7,D
67.194,-131.388,353.5,1,1,2019-08-01,2020,Terra,MODIS,65,6.0NRT,272.3,65.1,D
67.197,-131.411,354.9,1,1,2019-08-01,2020,Terra,MODIS,0,6.0NRT,273.2,68.1,D
67.203,-131.303,421.3,1,1,2019-08-01,2020,Terra,MODIS,100,6.0NRT,281.7,0,D
